Species	IMGT.GENE.DB	locus	region	functional	chr.order
Homo sapiens non-functional	IGHV(III)-67-4	IGH	V	FALSE	433
Homo sapiens non-functional	IGHV(III)-76-1	IGH	V	FALSE	434
Homo sapiens non-functional	IGHV(III)-82	IGH	V	FALSE	435
Homo sapiens non-functional	IGHV(IV)-44-1	IGH	V	FALSE	436
Homo sapiens non-functional	IGHV1-12	IGH	V	FALSE	437
Homo sapiens non-functional	IGHV1-14	IGH	V	FALSE	438
Homo sapiens non-functional	IGHV1-17	IGH	V	FALSE	439
Homo sapiens functional	IGHV1-18	IGH	V	TRUE	440
Homo sapiens functional	IGHV1-2	IGH	V	TRUE	441
Homo sapiens functional	IGHV1-24	IGH	V	TRUE	442
Homo sapiens functional	IGHV1-3	IGH	V	TRUE	443
Homo sapiens non-functional	IGHV1-38-4	IGH	V	FALSE	444
Homo sapiens functional	IGHV1-45	IGH	V	TRUE	445
Homo sapiens functional	IGHV1-46	IGH	V	TRUE	446
Homo sapiens functional	IGHV1-58	IGH	V	TRUE	447
Homo sapiens non-functional	IGHV1-67	IGH	V	FALSE	448
Homo sapiens non-functional	IGHV1-68	IGH	V	FALSE	449
Homo sapiens functional	IGHV1-69	IGH	V	TRUE	450
Homo sapiens functional	IGHV1-69-2	IGH	V	TRUE	451
Homo sapiens functional	IGHV1-69D	IGH	V	TRUE	452
Homo sapiens functional	IGHV1-8	IGH	V	TRUE	453
Homo sapiens non-functional	IGHV1-NL1	IGH	V	FALSE	454
Homo sapiens non-functional	IGHV1/OR15-1	IGH	V	FALSE	455
Homo sapiens non-functional	IGHV1/OR15-2	IGH	V	FALSE	456
Homo sapiens non-functional	IGHV1/OR15-3	IGH	V	FALSE	457
Homo sapiens non-functional	IGHV1/OR15-4	IGH	V	FALSE	458
Homo sapiens non-functional	IGHV1/OR15-5	IGH	V	FALSE	459
Homo sapiens non-functional	IGHV1/OR15-6	IGH	V	FALSE	460
Homo sapiens non-functional	IGHV1/OR15-9	IGH	V	FALSE	461
Homo sapiens non-functional	IGHV1/OR16-1	IGH	V	FALSE	462
Homo sapiens non-functional	IGHV1/OR16-2	IGH	V	FALSE	463
Homo sapiens non-functional	IGHV1/OR16-3	IGH	V	FALSE	464
Homo sapiens non-functional	IGHV1/OR16-4	IGH	V	FALSE	465
Homo sapiens non-functional	IGHV1/OR21-1	IGH	V	FALSE	466
Homo sapiens non-functional	IGHV2-10	IGH	V	FALSE	467
Homo sapiens functional	IGHV2-26	IGH	V	TRUE	468
Homo sapiens functional	IGHV2-5	IGH	V	TRUE	469
Homo sapiens functional	IGHV2-70	IGH	V	TRUE	470
Homo sapiens functional	IGHV2-70D	IGH	V	TRUE	471
Homo sapiens non-functional	IGHV2/OR16-5	IGH	V	FALSE	472
Homo sapiens functional	IGHV3-11	IGH	V	TRUE	473
Homo sapiens functional	IGHV3-13	IGH	V	TRUE	474
Homo sapiens functional	IGHV3-15	IGH	V	TRUE	475
Homo sapiens non-functional	IGHV3-16	IGH	V	FALSE	476
Homo sapiens non-functional	IGHV3-19	IGH	V	FALSE	477
Homo sapiens functional	IGHV3-20	IGH	V	TRUE	478
Homo sapiens functional	IGHV3-21	IGH	V	TRUE	479
Homo sapiens non-functional	IGHV3-22	IGH	V	FALSE	480
Homo sapiens functional	IGHV3-23	IGH	V	TRUE	481
Homo sapiens functional	IGHV3-23D	IGH	V	TRUE	482
Homo sapiens non-functional	IGHV3-25	IGH	V	FALSE	483
Homo sapiens non-functional	IGHV3-29	IGH	V	FALSE	484
Homo sapiens functional	IGHV3-30	IGH	V	TRUE	485
Homo sapiens non-functional	IGHV3-30-2	IGH	V	FALSE	486
Homo sapiens functional	IGHV3-30-3	IGH	V	TRUE	487
Homo sapiens functional	IGHV3-30-5	IGH	V	TRUE	488
Homo sapiens non-functional	IGHV3-32	IGH	V	FALSE	489
Homo sapiens functional	IGHV3-33	IGH	V	TRUE	490
Homo sapiens non-functional	IGHV3-33-2	IGH	V	FALSE	491
Homo sapiens non-functional	IGHV3-35	IGH	V	FALSE	492
Homo sapiens non-functional	IGHV3-36	IGH	V	FALSE	493
Homo sapiens non-functional	IGHV3-37	IGH	V	FALSE	494
Homo sapiens non-functional	IGHV3-38	IGH	V	FALSE	495
Homo sapiens non-functional	IGHV3-38-3	IGH	V	FALSE	496
Homo sapiens non-functional	IGHV3-41	IGH	V	FALSE	497
Homo sapiens non-functional	IGHV3-42	IGH	V	FALSE	498
Homo sapiens non-functional	IGHV3-42D	IGH	V	FALSE	499
Homo sapiens functional	IGHV3-43	IGH	V	TRUE	500
Homo sapiens functional	IGHV3-43D	IGH	V	TRUE	501
Homo sapiens non-functional	IGHV3-47	IGH	V	FALSE	502
Homo sapiens functional	IGHV3-48	IGH	V	TRUE	503
Homo sapiens functional	IGHV3-49	IGH	V	TRUE	504
Homo sapiens non-functional	IGHV3-50	IGH	V	FALSE	505
Homo sapiens non-functional	IGHV3-52	IGH	V	FALSE	506
Homo sapiens functional	IGHV3-53	IGH	V	TRUE	507
Homo sapiens non-functional	IGHV3-54	IGH	V	FALSE	508
Homo sapiens non-functional	IGHV3-57	IGH	V	FALSE	509
Homo sapiens non-functional	IGHV3-6	IGH	V	FALSE	510
Homo sapiens non-functional	IGHV3-60	IGH	V	FALSE	511
Homo sapiens non-functional	IGHV3-62	IGH	V	FALSE	512
Homo sapiens non-functional	IGHV3-63	IGH	V	FALSE	513
Homo sapiens functional	IGHV3-64	IGH	V	TRUE	514
Homo sapiens functional	IGHV3-64D	IGH	V	TRUE	515
Homo sapiens non-functional	IGHV3-65	IGH	V	FALSE	516
Homo sapiens functional	IGHV3-66	IGH	V	TRUE	517
Homo sapiens non-functional	IGHV3-69-1	IGH	V	FALSE	518
Homo sapiens functional	IGHV3-7	IGH	V	TRUE	519
Homo sapiens non-functional	IGHV3-71	IGH	V	FALSE	520
Homo sapiens functional	IGHV3-72	IGH	V	TRUE	521
Homo sapiens functional	IGHV3-73	IGH	V	TRUE	522
Homo sapiens functional	IGHV3-74	IGH	V	TRUE	523
Homo sapiens non-functional	IGHV3-75	IGH	V	FALSE	524
Homo sapiens non-functional	IGHV3-76	IGH	V	FALSE	525
Homo sapiens non-functional	IGHV3-79	IGH	V	FALSE	526
Homo sapiens functional	IGHV3-9	IGH	V	TRUE	527
Homo sapiens functional	IGHV3-NL1	IGH	V	TRUE	528
Homo sapiens non-functional	IGHV3/OR15-7	IGH	V	FALSE	529
Homo sapiens non-functional	IGHV3/OR16-10	IGH	V	FALSE	530
Homo sapiens non-functional	IGHV3/OR16-11	IGH	V	FALSE	531
Homo sapiens non-functional	IGHV3/OR16-12	IGH	V	FALSE	532
Homo sapiens non-functional	IGHV3/OR16-13	IGH	V	FALSE	533
Homo sapiens non-functional	IGHV3/OR16-14	IGH	V	FALSE	534
Homo sapiens non-functional	IGHV3/OR16-15	IGH	V	FALSE	535
Homo sapiens non-functional	IGHV3/OR16-16	IGH	V	FALSE	536
Homo sapiens non-functional	IGHV3/OR16-6	IGH	V	FALSE	537
Homo sapiens non-functional	IGHV3/OR16-7	IGH	V	FALSE	538
Homo sapiens non-functional	IGHV3/OR16-8	IGH	V	FALSE	539
Homo sapiens non-functional	IGHV3/OR16-9	IGH	V	FALSE	540
Homo sapiens functional	IGHV4-28	IGH	V	TRUE	541
Homo sapiens functional	IGHV4-30-1	IGH	V	TRUE	542
Homo sapiens functional	IGHV4-30-2	IGH	V	TRUE	543
Homo sapiens functional	IGHV4-30-4	IGH	V	TRUE	544
Homo sapiens functional	IGHV4-31	IGH	V	TRUE	545
Homo sapiens functional	IGHV4-34	IGH	V	TRUE	546
Homo sapiens functional	IGHV4-38-2	IGH	V	TRUE	547
Homo sapiens functional	IGHV4-39	IGH	V	TRUE	548
Homo sapiens functional	IGHV4-4	IGH	V	TRUE	549
Homo sapiens non-functional	IGHV4-55	IGH	V	FALSE	550
Homo sapiens functional	IGHV4-59	IGH	V	TRUE	551
Homo sapiens functional	IGHV4-61	IGH	V	TRUE	552
Homo sapiens non-functional	IGHV4-80	IGH	V	FALSE	553
Homo sapiens non-functional	IGHV4/OR15-8	IGH	V	FALSE	554
Homo sapiens functional	IGHV5-10-1	IGH	V	TRUE	555
Homo sapiens functional	IGHV5-51	IGH	V	TRUE	556
Homo sapiens non-functional	IGHV5-78	IGH	V	FALSE	557
Homo sapiens functional	IGHV6-1	IGH	V	TRUE	558
Homo sapiens non-functional	IGHV7-27	IGH	V	FALSE	559
Homo sapiens non-functional	IGHV7-34-1	IGH	V	FALSE	560
Homo sapiens functional	IGHV7-4-1	IGH	V	TRUE	561
Homo sapiens non-functional	IGHV7-40	IGH	V	FALSE	562
Homo sapiens non-functional	IGHV7-40D	IGH	V	FALSE	563
Homo sapiens non-functional	IGHV7-56	IGH	V	FALSE	564
Homo sapiens non-functional	IGHV7-77	IGH	V	FALSE	565
Homo sapiens non-functional	IGHV7-81	IGH	V	FALSE	566
Homo sapiens non-functional	IGHV7-NL1	IGH	V	FALSE	567
Homo sapiens functional	IGKJ1	IGK	J	TRUE	568
Homo sapiens functional	IGKJ2	IGK	J	TRUE	569
Homo sapiens functional	IGKJ3	IGK	J	TRUE	570
Homo sapiens functional	IGKJ4	IGK	J	TRUE	571
Homo sapiens functional	IGKJ5	IGK	J	TRUE	572
Homo sapiens functional	IGKV1-12	IGK	V	TRUE	573
Homo sapiens functional	IGKV1-13	IGK	V	TRUE	574
Homo sapiens functional	IGKV1-16	IGK	V	TRUE	575
Homo sapiens functional	IGKV1-17	IGK	V	TRUE	576
Homo sapiens non-functional	IGKV1-22	IGK	V	FALSE	577
Homo sapiens functional	IGKV1-27	IGK	V	TRUE	578
Homo sapiens non-functional	IGKV1-32	IGK	V	FALSE	579
Homo sapiens functional	IGKV1-33	IGK	V	TRUE	580
Homo sapiens non-functional	IGKV1-35	IGK	V	FALSE	581
Homo sapiens non-functional	IGKV1-37	IGK	V	FALSE	582
Homo sapiens functional	IGKV1-39	IGK	V	TRUE	583
Homo sapiens functional	IGKV1-5	IGK	V	TRUE	584
Homo sapiens functional	IGKV1-6	IGK	V	TRUE	585
Homo sapiens functional	IGKV1-8	IGK	V	TRUE	586
Homo sapiens functional	IGKV1-9	IGK	V	TRUE	587
Homo sapiens functional	IGKV1-NL1	IGK	V	TRUE	588
Homo sapiens non-functional	IGKV1/OR-2	IGK	V	FALSE	589
Homo sapiens non-functional	IGKV1/OR-3	IGK	V	FALSE	590
Homo sapiens non-functional	IGKV1/OR-4	IGK	V	FALSE	591
Homo sapiens non-functional	IGKV1/OR1-1	IGK	V	FALSE	592
Homo sapiens non-functional	IGKV1/OR10-1	IGK	V	FALSE	593
Homo sapiens non-functional	IGKV1/OR15-118	IGK	V	FALSE	594
Homo sapiens non-functional	IGKV1/OR2-0	IGK	V	FALSE	595
Homo sapiens non-functional	IGKV1/OR2-1	IGK	V	FALSE	596
Homo sapiens non-functional	IGKV1/OR2-108	IGK	V	FALSE	597
Homo sapiens non-functional	IGKV1/OR2-11	IGK	V	FALSE	598
Homo sapiens non-functional	IGKV1/OR2-118	IGK	V	FALSE	599
Homo sapiens non-functional	IGKV1/OR2-2	IGK	V	FALSE	600
Homo sapiens non-functional	IGKV1/OR2-3	IGK	V	FALSE	601
Homo sapiens non-functional	IGKV1/OR2-6	IGK	V	FALSE	602
Homo sapiens non-functional	IGKV1/OR2-9	IGK	V	FALSE	603
Homo sapiens non-functional	IGKV1/OR22-1	IGK	V	FALSE	604
Homo sapiens non-functional	IGKV1/OR22-5	IGK	V	FALSE	605
Homo sapiens non-functional	IGKV1/OR9-1	IGK	V	FALSE	606
Homo sapiens non-functional	IGKV1/OR9-2	IGK	V	FALSE	607
Homo sapiens non-functional	IGKV1/ORY-1	IGK	V	FALSE	608
Homo sapiens functional	IGKV1D-12	IGK	V	TRUE	609
Homo sapiens functional	IGKV1D-13	IGK	V	TRUE	610
Homo sapiens functional	IGKV1D-16	IGK	V	TRUE	611
Homo sapiens functional	IGKV1D-17	IGK	V	TRUE	612
Homo sapiens non-functional	IGKV1D-22	IGK	V	FALSE	613
Homo sapiens non-functional	IGKV1D-27	IGK	V	FALSE	614
Homo sapiens non-functional	IGKV1D-32	IGK	V	FALSE	615
Homo sapiens functional	IGKV1D-33	IGK	V	TRUE	616
Homo sapiens non-functional	IGKV1D-35	IGK	V	FALSE	617
Homo sapiens non-functional	IGKV1D-37	IGK	V	FALSE	618
Homo sapiens functional	IGKV1D-39	IGK	V	TRUE	619
Homo sapiens non-functional	IGKV1D-42	IGK	V	FALSE	620
Homo sapiens functional	IGKV1D-43	IGK	V	TRUE	621
Homo sapiens functional	IGKV1D-8	IGK	V	TRUE	622
Homo sapiens non-functional	IGKV2-10	IGK	V	FALSE	623
Homo sapiens non-functional	IGKV2-14	IGK	V	FALSE	624
Homo sapiens non-functional	IGKV2-18	IGK	V	FALSE	625
Homo sapiens non-functional	IGKV2-19	IGK	V	FALSE	626
Homo sapiens non-functional	IGKV2-23	IGK	V	FALSE	627
Homo sapiens functional	IGKV2-24	IGK	V	TRUE	628
Homo sapiens non-functional	IGKV2-26	IGK	V	FALSE	629
Homo sapiens functional	IGKV2-28	IGK	V	TRUE	630
Homo sapiens functional	IGKV2-29	IGK	V	TRUE	631
Homo sapiens functional	IGKV2-30	IGK	V	TRUE	632
Homo sapiens non-functional	IGKV2-36	IGK	V	FALSE	633
Homo sapiens non-functional	IGKV2-38	IGK	V	FALSE	634
Homo sapiens non-functional	IGKV2-4	IGK	V	FALSE	635
Homo sapiens functional	IGKV2-40	IGK	V	TRUE	636
Homo sapiens non-functional	IGKV2/OR2-1	IGK	V	FALSE	637
Homo sapiens non-functional	IGKV2/OR2-10	IGK	V	FALSE	638
Homo sapiens non-functional	IGKV2/OR2-2	IGK	V	FALSE	639
Homo sapiens non-functional	IGKV2/OR2-4	IGK	V	FALSE	640
Homo sapiens non-functional	IGKV2/OR2-7	IGK	V	FALSE	641
Homo sapiens non-functional	IGKV2/OR2-7D	IGK	V	FALSE	642
Homo sapiens non-functional	IGKV2/OR2-8	IGK	V	FALSE	643
Homo sapiens non-functional	IGKV2/OR22-3	IGK	V	FALSE	644
Homo sapiens non-functional	IGKV2/OR22-4	IGK	V	FALSE	645
Homo sapiens non-functional	IGKV2D-10	IGK	V	FALSE	646
Homo sapiens non-functional	IGKV2D-14	IGK	V	FALSE	647
Homo sapiens non-functional	IGKV2D-18	IGK	V	FALSE	648
Homo sapiens non-functional	IGKV2D-19	IGK	V	FALSE	649
Homo sapiens non-functional	IGKV2D-23	IGK	V	FALSE	650
Homo sapiens non-functional	IGKV2D-24	IGK	V	FALSE	651
Homo sapiens functional	IGKV2D-26	IGK	V	TRUE	652
Homo sapiens functional	IGKV2D-28	IGK	V	TRUE	653
Homo sapiens functional	IGKV2D-29	IGK	V	TRUE	654
Homo sapiens functional	IGKV2D-30	IGK	V	TRUE	655
Homo sapiens non-functional	IGKV2D-36	IGK	V	FALSE	656
Homo sapiens non-functional	IGKV2D-38	IGK	V	FALSE	657
Homo sapiens functional	IGKV2D-40	IGK	V	TRUE	658
Homo sapiens functional	IGKV3-11	IGK	V	TRUE	659
Homo sapiens functional	IGKV3-15	IGK	V	TRUE	660
Homo sapiens functional	IGKV3-20	IGK	V	TRUE	661
Homo sapiens non-functional	IGKV3-25	IGK	V	FALSE	662
Homo sapiens non-functional	IGKV3-31	IGK	V	FALSE	663
Homo sapiens non-functional	IGKV3-34	IGK	V	FALSE	664
Homo sapiens non-functional	IGKV3-7	IGK	V	FALSE	665
Homo sapiens functional	IGKV3-NL1	IGK	V	TRUE	666
Homo sapiens functional	IGKV3-NL2	IGK	V	TRUE	667
Homo sapiens functional	IGKV3-NL3	IGK	V	TRUE	668
Homo sapiens functional	IGKV3-NL4	IGK	V	TRUE	669
Homo sapiens functional	IGKV3-NL5	IGK	V	TRUE	670
Homo sapiens non-functional	IGKV3/OR2-268	IGK	V	FALSE	671
Homo sapiens non-functional	IGKV3/OR2-5	IGK	V	FALSE	672
Homo sapiens non-functional	IGKV3/OR22-2	IGK	V	FALSE	673
Homo sapiens functional	IGKV3D-11	IGK	V	TRUE	674
Homo sapiens functional	IGKV3D-15	IGK	V	TRUE	675
Homo sapiens functional	IGKV3D-20	IGK	V	TRUE	676
Homo sapiens non-functional	IGKV3D-25	IGK	V	FALSE	677
Homo sapiens non-functional	IGKV3D-31	IGK	V	FALSE	678
Homo sapiens non-functional	IGKV3D-34	IGK	V	FALSE	679
Homo sapiens functional	IGKV3D-7	IGK	V	TRUE	680
Homo sapiens functional	IGKV4-1	IGK	V	TRUE	681
Homo sapiens functional	IGKV5-2	IGK	V	TRUE	682
Homo sapiens non-functional	IGKV6-21	IGK	V	FALSE	683
Homo sapiens non-functional	IGKV6D-21	IGK	V	FALSE	684
Homo sapiens non-functional	IGKV6D-41	IGK	V	FALSE	685
Homo sapiens non-functional	IGKV7-3	IGK	V	FALSE	686
Homo sapiens non-functional	IGLJ-C/OR18	IGL	J	FALSE	687
Homo sapiens functional	IGLJ1	IGL	J	TRUE	688
Homo sapiens functional	IGLJ2	IGL	J	TRUE	689
Homo sapiens non-functional	IGLJ2A	IGL	J	FALSE	690
Homo sapiens non-functional	IGLJ2B	IGL	J	FALSE	691
Homo sapiens non-functional	IGLJ2C	IGL	J	FALSE	692
Homo sapiens non-functional	IGLJ2D	IGL	J	FALSE	693
Homo sapiens functional	IGLJ3	IGL	J	TRUE	694
Homo sapiens non-functional	IGLJ4	IGL	J	FALSE	695
Homo sapiens non-functional	IGLJ5	IGL	J	FALSE	696
Homo sapiens functional	IGLJ6	IGL	J	TRUE	697
Homo sapiens functional	IGLJ7	IGL	J	TRUE	698
Homo sapiens non-functional	IGLV(I)-20	IGL	V	FALSE	699
Homo sapiens non-functional	IGLV(I)-38	IGL	V	FALSE	700
Homo sapiens non-functional	IGLV(I)-42	IGL	V	FALSE	701
Homo sapiens non-functional	IGLV(I)-56	IGL	V	FALSE	702
Homo sapiens non-functional	IGLV(I)-63	IGL	V	FALSE	703
Homo sapiens non-functional	IGLV(I)-68	IGL	V	FALSE	704
Homo sapiens non-functional	IGLV(I)-70	IGL	V	FALSE	705
Homo sapiens non-functional	IGLV(IV)-53	IGL	V	FALSE	706
Homo sapiens non-functional	IGLV(IV)-59	IGL	V	FALSE	707
Homo sapiens non-functional	IGLV(IV)-64	IGL	V	FALSE	708
Homo sapiens non-functional	IGLV(IV)-65	IGL	V	FALSE	709
Homo sapiens non-functional	IGLV(IV)-66-1	IGL	V	FALSE	710
Homo sapiens non-functional	IGLV(IV)/OR22-1	IGL	V	FALSE	711
Homo sapiens non-functional	IGLV(IV)/OR22-2	IGL	V	FALSE	712
Homo sapiens non-functional	IGLV(V)-58	IGL	V	FALSE	713
Homo sapiens non-functional	IGLV(V)-66	IGL	V	FALSE	714
Homo sapiens non-functional	IGLV(VI)-22-1	IGL	V	FALSE	715
Homo sapiens non-functional	IGLV(VI)-25-1	IGL	V	FALSE	716
Homo sapiens non-functional	IGLV(VII)-41-1	IGL	V	FALSE	717
Homo sapiens non-functional	IGLV/OR8-2	IGL	V	FALSE	718
Homo sapiens functional	IGLV1-36	IGL	V	TRUE	719
Homo sapiens functional	IGLV1-40	IGL	V	TRUE	720
Homo sapiens non-functional	IGLV1-41	IGL	V	FALSE	721
Homo sapiens functional	IGLV1-44	IGL	V	TRUE	722
Homo sapiens functional	IGLV1-47	IGL	V	TRUE	723
Homo sapiens non-functional	IGLV1-50	IGL	V	FALSE	724
Homo sapiens functional	IGLV1-51	IGL	V	TRUE	725
Homo sapiens non-functional	IGLV1-62	IGL	V	FALSE	726
Homo sapiens functional	IGLV10-54	IGL	V	TRUE	727
Homo sapiens non-functional	IGLV10-67	IGL	V	FALSE	728
Homo sapiens non-functional	IGLV11-55	IGL	V	FALSE	729
Homo sapiens functional	IGLV2-11	IGL	V	TRUE	730
Homo sapiens functional	IGLV2-14	IGL	V	TRUE	731
Homo sapiens functional	IGLV2-18	IGL	V	TRUE	732
Homo sapiens functional	IGLV2-23	IGL	V	TRUE	733
Homo sapiens non-functional	IGLV2-28	IGL	V	FALSE	734
Homo sapiens non-functional	IGLV2-33	IGL	V	FALSE	735
Homo sapiens non-functional	IGLV2-34	IGL	V	FALSE	736
Homo sapiens non-functional	IGLV2-5	IGL	V	FALSE	737
Homo sapiens functional	IGLV2-8	IGL	V	TRUE	738
Homo sapiens non-functional	IGLV2-NL1	IGL	V	FALSE	739
Homo sapiens functional	IGLV3-1	IGL	V	TRUE	740
Homo sapiens functional	IGLV3-10	IGL	V	TRUE	741
Homo sapiens functional	IGLV3-12	IGL	V	TRUE	742
Homo sapiens non-functional	IGLV3-13	IGL	V	FALSE	743
Homo sapiens non-functional	IGLV3-15	IGL	V	FALSE	744
Homo sapiens functional	IGLV3-16	IGL	V	TRUE	745
Homo sapiens non-functional	IGLV3-17	IGL	V	FALSE	746
Homo sapiens functional	IGLV3-19	IGL	V	TRUE	747
Homo sapiens non-functional	IGLV3-2	IGL	V	FALSE	748
Homo sapiens functional	IGLV3-21	IGL	V	TRUE	749
Homo sapiens functional	IGLV3-22	IGL	V	TRUE	750
Homo sapiens non-functional	IGLV3-24	IGL	V	FALSE	751
Homo sapiens functional	IGLV3-25	IGL	V	TRUE	752
Homo sapiens non-functional	IGLV3-26	IGL	V	FALSE	753
Homo sapiens functional	IGLV3-27	IGL	V	TRUE	754
Homo sapiens non-functional	IGLV3-29	IGL	V	FALSE	755
Homo sapiens non-functional	IGLV3-30	IGL	V	FALSE	756
Homo sapiens non-functional	IGLV3-31	IGL	V	FALSE	757
Homo sapiens non-functional	IGLV3-32	IGL	V	FALSE	758
Homo sapiens non-functional	IGLV3-4	IGL	V	FALSE	759
Homo sapiens non-functional	IGLV3-6	IGL	V	FALSE	760
Homo sapiens non-functional	IGLV3-7	IGL	V	FALSE	761
Homo sapiens functional	IGLV3-9	IGL	V	TRUE	762
Homo sapiens functional	IGLV4-3	IGL	V	TRUE	763
Homo sapiens functional	IGLV4-60	IGL	V	TRUE	764
Homo sapiens functional	IGLV4-69	IGL	V	TRUE	765
Homo sapiens functional	IGLV5-37	IGL	V	TRUE	766
Homo sapiens functional	IGLV5-39	IGL	V	TRUE	767
Homo sapiens functional	IGLV5-45	IGL	V	TRUE	768
Homo sapiens non-functional	IGLV5-48	IGL	V	FALSE	769
Homo sapiens functional	IGLV5-52	IGL	V	TRUE	770
Homo sapiens functional	IGLV6-57	IGL	V	TRUE	771
Homo sapiens non-functional	IGLV7-35	IGL	V	FALSE	772
Homo sapiens functional	IGLV7-43	IGL	V	TRUE	773
Homo sapiens functional	IGLV7-46	IGL	V	TRUE	774
Homo sapiens functional	IGLV8-61	IGL	V	TRUE	775
Homo sapiens non-functional	IGLV8/OR8-1	IGL	V	FALSE	776
Homo sapiens functional	IGLV9-49	IGL	V	TRUE	777
Homo sapiens non-functional	TRAJ1	TRA	J	FALSE	778
Homo sapiens functional	TRAJ10	TRA	J	TRUE	779
Homo sapiens functional	TRAJ11	TRA	J	TRUE	780
Homo sapiens functional	TRAJ12	TRA	J	TRUE	781
Homo sapiens functional	TRAJ13	TRA	J	TRUE	782
Homo sapiens functional	TRAJ14	TRA	J	TRUE	783
Homo sapiens functional	TRAJ15	TRA	J	TRUE	784
Homo sapiens functional	TRAJ16	TRA	J	TRUE	785
Homo sapiens functional	TRAJ17	TRA	J	TRUE	786
Homo sapiens functional	TRAJ18	TRA	J	TRUE	787
Homo sapiens non-functional	TRAJ19	TRA	J	FALSE	788
Homo sapiens non-functional	TRAJ2	TRA	J	FALSE	789
Homo sapiens functional	TRAJ20	TRA	J	TRUE	790
Homo sapiens functional	TRAJ21	TRA	J	TRUE	791
Homo sapiens functional	TRAJ22	TRA	J	TRUE	792
Homo sapiens functional	TRAJ23	TRA	J	TRUE	793
Homo sapiens functional	TRAJ24	TRA	J	TRUE	794
Homo sapiens non-functional	TRAJ25	TRA	J	FALSE	795
Homo sapiens functional	TRAJ26	TRA	J	TRUE	796
Homo sapiens functional	TRAJ27	TRA	J	TRUE	797
Homo sapiens functional	TRAJ28	TRA	J	TRUE	798
Homo sapiens functional	TRAJ29	TRA	J	TRUE	799
Homo sapiens functional	TRAJ3	TRA	J	TRUE	800
Homo sapiens functional	TRAJ30	TRA	J	TRUE	801
Homo sapiens functional	TRAJ31	TRA	J	TRUE	802
Homo sapiens functional	TRAJ32	TRA	J	TRUE	803
Homo sapiens functional	TRAJ33	TRA	J	TRUE	804
Homo sapiens functional	TRAJ34	TRA	J	TRUE	805
Homo sapiens non-functional	TRAJ35	TRA	J	FALSE	806
Homo sapiens functional	TRAJ36	TRA	J	TRUE	807
Homo sapiens functional	TRAJ37	TRA	J	TRUE	808
Homo sapiens functional	TRAJ38	TRA	J	TRUE	809
Homo sapiens functional	TRAJ39	TRA	J	TRUE	810
Homo sapiens functional	TRAJ4	TRA	J	TRUE	811
Homo sapiens functional	TRAJ40	TRA	J	TRUE	812
Homo sapiens functional	TRAJ41	TRA	J	TRUE	813
Homo sapiens functional	TRAJ42	TRA	J	TRUE	814
Homo sapiens functional	TRAJ43	TRA	J	TRUE	815
Homo sapiens functional	TRAJ44	TRA	J	TRUE	816
Homo sapiens functional	TRAJ45	TRA	J	TRUE	817
Homo sapiens functional	TRAJ46	TRA	J	TRUE	818
Homo sapiens functional	TRAJ47	TRA	J	TRUE	819
Homo sapiens functional	TRAJ48	TRA	J	TRUE	820
Homo sapiens functional	TRAJ49	TRA	J	TRUE	821
Homo sapiens functional	TRAJ5	TRA	J	TRUE	822
Homo sapiens functional	TRAJ50	TRA	J	TRUE	823
Homo sapiens non-functional	TRAJ51	TRA	J	FALSE	824
Homo sapiens functional	TRAJ52	TRA	J	TRUE	825
Homo sapiens functional	TRAJ53	TRA	J	TRUE	826
Homo sapiens functional	TRAJ54	TRA	J	TRUE	827
Homo sapiens non-functional	TRAJ55	TRA	J	FALSE	828
Homo sapiens functional	TRAJ56	TRA	J	TRUE	829
Homo sapiens functional	TRAJ57	TRA	J	TRUE	830
Homo sapiens non-functional	TRAJ58	TRA	J	FALSE	831
Homo sapiens non-functional	TRAJ59	TRA	J	FALSE	832
Homo sapiens functional	TRAJ6	TRA	J	TRUE	833
Homo sapiens non-functional	TRAJ60	TRA	J	FALSE	834
Homo sapiens non-functional	TRAJ61	TRA	J	FALSE	835
Homo sapiens functional	TRAJ7	TRA	J	TRUE	836
Homo sapiens functional	TRAJ8	TRA	J	TRUE	837
Homo sapiens functional	TRAJ9	TRA	J	TRUE	838
Homo sapiens functional	TRAV1-1	TRA	V	TRUE	839
Homo sapiens functional	TRAV1-2	TRA	V	TRUE	840
Homo sapiens functional	TRAV10	TRA	V	TRUE	841
Homo sapiens non-functional	TRAV11	TRA	V	FALSE	842
Homo sapiens functional	TRAV12-1	TRA	V	TRUE	843
Homo sapiens functional	TRAV12-2	TRA	V	TRUE	844
Homo sapiens functional	TRAV12-3	TRA	V	TRUE	845
Homo sapiens functional	TRAV13-1	TRA	V	TRUE	846
Homo sapiens functional	TRAV13-2	TRA	V	TRUE	847
Homo sapiens functional	TRAV14/DV4	TRA	V	TRUE	848
Homo sapiens non-functional	TRAV15	TRA	V	FALSE	849
Homo sapiens functional	TRAV16	TRA	V	TRUE	850
Homo sapiens functional	TRAV17	TRA	V	TRUE	851
Homo sapiens functional	TRAV18	TRA	V	TRUE	852
Homo sapiens functional	TRAV19	TRA	V	TRUE	853
Homo sapiens functional	TRAV2	TRA	V	TRUE	854
Homo sapiens functional	TRAV20	TRA	V	TRUE	855
Homo sapiens functional	TRAV21	TRA	V	TRUE	856
Homo sapiens functional	TRAV22	TRA	V	TRUE	857
Homo sapiens functional	TRAV23/DV6	TRA	V	TRUE	858
